temperature,ph,turbidity,tds,rainfall,humidity,risk_level,is_synthetic,source
29.13,6.41,1.53,386.81,0.0,37.92,MEDIUM,True,synthetic:who_cdc_rules
38.32,8.7,6.92,664.09,21.79,33.66,HIGH,True,synthetic:who_cdc_rules
33.67,7.79,10.25,618.45,43.4,37.45,HIGH,True,synthetic:who_cdc_rules
39.39,6.78,3.54,716.5,12.53,40.85,MEDIUM,True,synthetic:who_cdc_rules
21.51,8.26,9.77,50.0,0.0,56.23,LOW,True,synthetic:who_cdc_rules
19.53,8.53,9.37,50.0,23.83,67.58,HIGH,True,synthetic:who_cdc_rules
22.18,8.28,2.36,728.18,11.11,78.38,HIGH,True,synthetic:who_cdc_rules
18.79,7.61,4.04,817.9,0.0,40.65,MEDIUM,True,synthetic:who_cdc_rules
38.57,7.5,4.76,698.73,26.92,55.79,MEDIUM,True,synthetic:who_cdc_rules
36.52,5.53,6.39,473.13,0.0,45.9,MEDIUM,True,synthetic:who_cdc_rules
29.73,8.08,5.99,590.15,35.19,39.12,LOW,True,synthetic:who_cdc_rules
34.76,5.6,6.61,640.19,10.77,37.78,MEDIUM,True,synthetic:who_cdc_rules
30.58,7.89,1.19,763.85,40.71,76.9,MEDIUM,True,synthetic:who_cdc_rules
29.08,7.32,14.52,342.5,11.42,68.51,MEDIUM,True,synthetic:who_cdc_rules
32.3,8.67,7.33,118.57,0.0,79.68,MEDIUM,True,synthetic:who_cdc_rules
21.31,7.77,0.1,464.01,33.17,83.77,LOW,True,synthetic:who_cdc_rules
29.84,5.8,0.1,50.0,5.45,84.67,MEDIUM,True,synthetic:who_cdc_rules
27.38,8.2,15.09,680.44,4.3,86.81,MEDIUM,True,synthetic:who_cdc_rules
24.69,6.15,12.32,402.67,15.17,44.71,MEDIUM,True,synthetic:who_cdc_rules
34.94,7.8,7.13,696.5,0.0,36.13,MEDIUM,True,synthetic:who_cdc_rules
39.35,8.65,0.1,434.0,7.38,88.16,HIGH,True,synthetic:who_cdc_rules
35.58,7.74,10.81,261.62,0.0,36.67,MEDIUM,True,synthetic:who_cdc_rules
30.99,7.75,0.1,385.69,44.25,38.44,MEDIUM,True,synthetic:who_cdc_rules
29.88,6.93,5.48,115.45,23.21,74.3,LOW,True,synthetic:who_cdc_rules
36.02,6.86,3.69,213.76,14.66,39.14,MEDIUM,True,synthetic:who_cdc_rules
23.99,6.71,6.98,271.16,1.67,68.27,LOW,True,synthetic:who_cdc_rules
32.11,7.62,10.78,50.0,14.93,42.24,MEDIUM,True,synthetic:who_cdc_rules
34.49,7.67,0.69,554.81,9.07,64.28,LOW,True,synthetic:who_cdc_rules
31.74,6.18,9.05,182.62,0.0,65.14,MEDIUM,True,synthetic:who_cdc_rules
23.81,6.99,14.62,50.0,12.4,40.46,MEDIUM,True,synthetic:who_cdc_rules
18.21,7.54,3.11,279.89,32.9,33.6,LOW,True,synthetic:who_cdc_rules
39.36,5.7,7.2,185.23,15.49,43.92,MEDIUM,True,synthetic:who_cdc_rules
19.09,8.21,11.53,549.75,16.88,38.46,MEDIUM,True,synthetic:who_cdc_rules
20.09,6.47,1.42,348.29,24.58,35.64,HIGH,True,synthetic:who_cdc_rules
22.18,6.05,6.48,125.25,8.25,56.98,MEDIUM,True,synthetic:who_cdc_rules
36.47,7.39,8.12,734.86,32.46,60.46,MEDIUM,True,synthetic:who_cdc_rules
27.44,6.93,8.95,188.58,0.0,80.14,LOW,True,synthetic:who_cdc_rules
34.92,5.9,10.62,620.33,6.12,71.69,HIGH,True,synthetic:who_cdc_rules
32.19,7.91,11.87,698.12,37.75,38.25,MEDIUM,True,synthetic:who_cdc_rules
33.14,7.75,12.81,411.04,11.35,78.55,MEDIUM,True,synthetic:who_cdc_rules
21.93,8.92,3.3,164.76,28.51,33.65,HIGH,True,synthetic:who_cdc_rules
28.07,6.11,8.96,571.0,16.59,50.84,MEDIUM,True,synthetic:who_cdc_rules
36.0,7.37,7.89,561.34,0.0,89.34,MEDIUM,True,synthetic:who_cdc_rules
33.01,8.77,0.59,402.4,25.5,76.47,MEDIUM,True,synthetic:who_cdc_rules
35.86,8.73,4.48,130.83,12.31,39.39,MEDIUM,True,synthetic:who_cdc_rules
21.39,8.41,5.32,223.83,14.67,84.34,LOW,True,synthetic:who_cdc_rules
30.44,6.75,3.6,410.55,20.35,63.78,LOW,True,synthetic:who_cdc_rules
38.6,8.43,2.23,687.07,36.84,55.94,MEDIUM,True,synthetic:who_cdc_rules
19.7,8.51,9.55,632.85,37.3,59.61,MEDIUM,True,synthetic:who_cdc_rules
26.03,8.53,0.1,378.53,9.37,62.68,MEDIUM,True,synthetic:who_cdc_rules
24.59,5.66,0.1,503.63,8.23,54.52,MEDIUM,True,synthetic:who_cdc_rules
29.44,7.18,9.25,200.93,19.15,63.45,LOW,True,synthetic:who_cdc_rules
33.76,8.95,0.1,243.23,0.0,90.42,MEDIUM,True,synthetic:who_cdc_rules
31.87,6.52,11.93,551.89,32.47,39.79,MEDIUM,True,synthetic:who_cdc_rules
23.98,8.93,8.23,218.57,32.19,75.87,MEDIUM,True,synthetic:who_cdc_rules
25.72,7.37,7.13,595.18,0.0,65.91,LOW,True,synthetic:who_cdc_rules
28.23,8.89,14.17,425.36,0.0,94.85,HIGH,True,synthetic:who_cdc_rules
23.19,7.18,9.0,320.7,5.95,63.02,LOW,True,synthetic:who_cdc_rules
33.6,6.56,10.04,295.26,0.0,45.2,MEDIUM,True,synthetic:who_cdc_rules
22.57,7.19,4.75,179.32,0.0,63.09,LOW,True,synthetic:who_cdc_rules
30.3,8.03,0.1,370.67,22.75,91.25,MEDIUM,True,synthetic:who_cdc_rules
31.03,8.01,1.2,278.69,11.32,88.02,MEDIUM,True,synthetic:who_cdc_rules
21.56,7.29,6.87,142.48,20.48,84.6,LOW,True,synthetic:who_cdc_rules
30.91,8.87,0.1,357.29,29.33,85.47,MEDIUM,True,synthetic:who_cdc_rules
35.23,5.92,5.31,483.48,27.32,69.92,MEDIUM,True,synthetic:who_cdc_rules
18.9,8.41,5.42,307.01,0.0,31.51,LOW,True,synthetic:who_cdc_rules
30.3,6.96,10.14,339.76,51.33,30.29,MEDIUM,True,synthetic:who_cdc_rules
19.48,8.53,5.62,319.47,14.81,45.96,MEDIUM,True,synthetic:who_cdc_rules
28.59,5.56,2.31,755.41,4.93,72.16,MEDIUM,True,synthetic:who_cdc_rules
33.85,6.27,11.04,565.67,12.75,48.36,MEDIUM,True,synthetic:who_cdc_rules
31.52,8.65,2.96,281.41,31.25,83.99,MEDIUM,True,synthetic:who_cdc_rules
26.15,6.03,14.41,506.29,15.82,93.62,MEDIUM,True,synthetic:who_cdc_rules
38.46,8.86,2.19,547.78,5.2,53.67,MEDIUM,True,synthetic:who_cdc_rules
19.22,8.05,11.21,231.42,26.78,84.93,MEDIUM,True,synthetic:who_cdc_rules
37.63,7.72,0.1,330.14,31.7,37.02,MEDIUM,True,synthetic:who_cdc_rules
23.08,5.79,10.77,317.27,53.22,38.7,HIGH,True,synthetic:who_cdc_rules
27.91,6.37,6.47,158.26,0.0,51.5,MEDIUM,True,synthetic:who_cdc_rules
26.24,6.59,1.63,300.13,10.27,35.58,LOW,True,synthetic:who_cdc_rules
35.16,8.2,0.1,453.49,0.0,65.07,MEDIUM,True,synthetic:who_cdc_rules
23.7,8.79,1.28,56.92,30.87,57.17,MEDIUM,True,synthetic:who_cdc_rules
31.78,8.22,13.24,440.76,4.75,82.03,MEDIUM,True,synthetic:who_cdc_rules
35.58,8.21,14.37,183.84,31.15,37.78,MEDIUM,True,synthetic:who_cdc_rules
39.86,6.86,3.34,601.53,38.42,91.38,HIGH,True,synthetic:who_cdc_rules
18.08,8.04,0.41,845.53,17.81,58.61,MEDIUM,True,synthetic:who_cdc_rules
26.51,7.79,3.06,426.29,0.0,68.59,LOW,True,synthetic:who_cdc_rules
39.22,5.63,9.38,311.93,0.0,75.15,MEDIUM,True,synthetic:who_cdc_rules
35.04,8.16,3.78,448.57,0.0,60.71,MEDIUM,True,synthetic:who_cdc_rules
35.62,7.74,7.32,53.96,10.26,56.73,MEDIUM,True,synthetic:who_cdc_rules
19.06,5.84,12.2,203.36,28.89,59.62,MEDIUM,True,synthetic:who_cdc_rules
18.41,8.56,8.6,487.45,5.65,57.29,MEDIUM,True,synthetic:who_cdc_rules
20.39,6.61,7.71,367.09,0.0,86.93,LOW,True,synthetic:who_cdc_rules
35.3,7.59,0.1,89.28,36.02,62.75,MEDIUM,True,synthetic:who_cdc_rules
24.29,6.65,5.86,95.8,9.41,70.84,LOW,True,synthetic:who_cdc_rules
34.29,8.15,0.1,350.78,30.73,32.3,LOW,True,synthetic:who_cdc_rules
28.21,6.83,4.38,446.58,0.12,40.23,LOW,True,synthetic:who_cdc_rules
39.91,8.86,0.1,558.21,9.05,38.89,MEDIUM,True,synthetic:who_cdc_rules
18.64,6.87,7.05,490.83,12.39,52.19,LOW,True,synthetic:who_cdc_rules
19.59,6.2,7.79,605.86,57.43,60.75,HIGH,True,synthetic:who_cdc_rules
35.51,7.83,15.68,413.86,0.0,75.21,MEDIUM,True,synthetic:who_cdc_rules
19.95,8.64,10.25,551.54,39.39,50.2,MEDIUM,True,synthetic:who_cdc_rules
18.19,7.8,0.2,600.7,23.74,59.8,MEDIUM,True,synthetic:who_cdc_rules
31.49,6.28,0.1,446.33,0.0,45.53,MEDIUM,True,synthetic:who_cdc_rules
30.78,7.86,5.49,738.1,54.05,44.15,MEDIUM,True,synthetic:who_cdc_rules
37.17,7.58,9.06,974.22,8.92,92.26,HIGH,True,synthetic:who_cdc_rules
36.41,8.21,9.2,105.93,3.08,51.7,MEDIUM,True,synthetic:who_cdc_rules
24.12,8.62,7.09,548.37,4.73,88.77,MEDIUM,True,synthetic:who_cdc_rules
23.22,6.29,3.21,306.5,15.45,54.9,HIGH,True,synthetic:who_cdc_rules
29.2,6.15,11.18,425.94,0.0,52.56,MEDIUM,True,synthetic:who_cdc_rules
30.63,7.95,0.1,404.52,0.0,91.5,MEDIUM,True,synthetic:who_cdc_rules
38.59,7.11,8.28,352.83,12.78,61.32,MEDIUM,True,synthetic:who_cdc_rules
23.48,6.81,3.11,328.64,20.96,88.42,LOW,True,synthetic:who_cdc_rules
25.36,7.29,4.87,759.98,0.0,35.94,MEDIUM,True,synthetic:who_cdc_rules
18.49,5.84,7.07,514.55,3.99,70.98,MEDIUM,True,synthetic:who_cdc_rules
21.66,6.53,0.1,669.27,18.13,37.81,MEDIUM,True,synthetic:who_cdc_rules
37.73,6.04,2.4,505.8,17.18,94.03,HIGH,True,synthetic:who_cdc_rules
36.31,6.05,4.35,448.4,27.44,72.07,MEDIUM,True,synthetic:who_cdc_rules
38.08,8.4,4.82,50.0,6.44,69.55,MEDIUM,True,synthetic:who_cdc_rules
31.69,6.84,0.95,220.8,27.67,44.28,LOW,True,synthetic:who_cdc_rules
22.89,7.89,6.93,381.12,0.0,88.74,LOW,True,synthetic:who_cdc_rules
39.05,6.04,5.14,392.76,3.35,52.72,MEDIUM,True,synthetic:who_cdc_rules
35.76,8.4,2.73,407.0,19.35,75.83,MEDIUM,True,synthetic:who_cdc_rules
33.44,8.49,17.5,371.19,30.94,64.19,MEDIUM,True,synthetic:who_cdc_rules
39.57,6.89,6.72,597.15,31.35,65.74,MEDIUM,True,synthetic:who_cdc_rules
27.86,6.04,4.21,50.87,25.61,44.12,MEDIUM,True,synthetic:who_cdc_rules
32.49,5.94,0.1,502.69,13.94,57.53,MEDIUM,True,synthetic:who_cdc_rules
38.54,6.54,0.78,401.48,4.98,59.79,MEDIUM,True,synthetic:who_cdc_rules
37.37,6.67,11.46,847.02,0.0,43.95,HIGH,True,synthetic:who_cdc_rules
28.81,7.74,0.1,666.39,0.0,33.99,MEDIUM,True,synthetic:who_cdc_rules
26.76,7.36,7.49,364.99,40.81,71.73,MEDIUM,True,synthetic:who_cdc_rules
35.13,6.63,16.06,546.55,42.55,54.85,HIGH,True,synthetic:who_cdc_rules
27.73,7.44,5.97,492.38,0.0,36.48,LOW,True,synthetic:who_cdc_rules
31.53,7.5,8.02,644.29,0.0,53.88,MEDIUM,True,synthetic:who_cdc_rules
27.21,7.59,2.06,256.87,0.0,36.12,LOW,True,synthetic:who_cdc_rules
28.22,8.97,4.69,627.43,0.0,71.27,MEDIUM,True,synthetic:who_cdc_rules
36.02,5.94,12.09,502.51,49.06,70.22,HIGH,True,synthetic:who_cdc_rules
31.19,8.22,1.56,507.3,0.03,69.14,LOW,True,synthetic:who_cdc_rules
37.74,8.19,2.56,50.0,0.0,71.85,MEDIUM,True,synthetic:who_cdc_rules
24.81,6.63,5.37,512.17,31.36,63.81,LOW,True,synthetic:who_cdc_rules
20.57,6.67,13.59,331.38,51.24,93.57,MEDIUM,True,synthetic:who_cdc_rules
23.85,5.63,12.23,419.69,38.8,57.72,MEDIUM,True,synthetic:who_cdc_rules
26.38,8.26,7.58,373.62,30.97,86.52,LOW,True,synthetic:who_cdc_rules
35.15,6.77,3.07,50.0,0.0,56.63,MEDIUM,True,synthetic:who_cdc_rules
39.22,8.46,4.03,608.38,0.63,49.15,MEDIUM,True,synthetic:who_cdc_rules
34.36,6.34,12.24,247.3,11.24,36.11,MEDIUM,True,synthetic:who_cdc_rules
19.16,8.47,10.75,564.81,21.5,32.77,MEDIUM,True,synthetic:who_cdc_rules
25.9,8.75,0.55,191.78,0.0,33.36,HIGH,True,synthetic:who_cdc_rules
26.94,8.74,7.43,798.68,0.0,67.35,MEDIUM,True,synthetic:who_cdc_rules
27.48,5.6,0.1,50.0,23.51,55.56,MEDIUM,True,synthetic:who_cdc_rules
39.78,7.18,6.01,278.36,15.92,80.43,MEDIUM,True,synthetic:who_cdc_rules
20.18,8.78,2.85,111.38,17.87,57.05,MEDIUM,True,synthetic:who_cdc_rules
20.21,8.96,11.58,300.54,39.58,93.88,MEDIUM,True,synthetic:who_cdc_rules
39.8,5.73,3.8,149.02,0.0,86.2,HIGH,True,synthetic:who_cdc_rules
30.72,7.33,10.05,543.59,0.0,71.54,MEDIUM,True,synthetic:who_cdc_rules
34.36,8.53,7.98,265.17,40.38,60.48,MEDIUM,True,synthetic:who_cdc_rules
20.41,7.23,4.11,311.57,27.46,41.36,LOW,True,synthetic:who_cdc_rules
30.6,8.02,7.38,291.94,43.1,85.44,MEDIUM,True,synthetic:who_cdc_rules
31.2,7.19,3.16,248.19,0.0,78.18,HIGH,True,synthetic:who_cdc_rules
39.88,8.95,4.75,417.81,35.77,67.84,MEDIUM,True,synthetic:who_cdc_rules
39.43,6.21,6.31,178.92,28.89,51.02,MEDIUM,True,synthetic:who_cdc_rules
18.48,7.01,8.73,456.11,0.0,30.07,MEDIUM,True,synthetic:who_cdc_rules
29.07,6.93,10.64,445.61,0.0,87.51,MEDIUM,True,synthetic:who_cdc_rules
18.65,8.45,8.79,525.53,19.33,84.2,LOW,True,synthetic:who_cdc_rules
33.92,7.12,13.77,182.33,13.43,94.83,MEDIUM,True,synthetic:who_cdc_rules
27.82,7.15,0.1,411.3,0.0,52.81,LOW,True,synthetic:who_cdc_rules
18.06,6.29,0.1,547.07,5.03,84.9,MEDIUM,True,synthetic:who_cdc_rules
25.7,8.51,6.14,611.06,25.48,68.69,MEDIUM,True,synthetic:who_cdc_rules
35.42,6.24,0.1,553.62,45.17,58.96,HIGH,True,synthetic:who_cdc_rules
20.37,7.77,6.64,445.09,16.27,42.22,LOW,True,synthetic:who_cdc_rules
18.6,8.79,1.76,62.63,18.61,63.92,MEDIUM,True,synthetic:who_cdc_rules
32.15,5.88,5.32,361.38,9.17,64.87,MEDIUM,True,synthetic:who_cdc_rules
32.91,7.33,5.48,167.52,35.08,31.93,LOW,True,synthetic:who_cdc_rules
22.41,7.6,6.66,223.14,0.0,42.1,LOW,True,synthetic:who_cdc_rules
34.69,8.63,0.1,388.53,1.75,80.06,MEDIUM,True,synthetic:who_cdc_rules
18.35,6.93,13.34,318.32,8.88,59.24,MEDIUM,True,synthetic:who_cdc_rules
18.57,5.64,1.57,561.06,0.0,30.5,MEDIUM,True,synthetic:who_cdc_rules
20.7,8.0,12.33,757.72,39.69,64.72,MEDIUM,True,synthetic:who_cdc_rules
18.77,7.83,0.1,440.4,20.18,47.47,LOW,True,synthetic:who_cdc_rules
35.55,5.52,0.51,240.04,24.19,41.87,MEDIUM,True,synthetic:who_cdc_rules
27.89,6.83,9.88,638.61,27.64,88.29,MEDIUM,True,synthetic:who_cdc_rules
36.11,5.56,10.6,190.94,13.62,69.9,HIGH,True,synthetic:who_cdc_rules
34.93,8.05,0.1,462.22,0.0,41.25,LOW,True,synthetic:who_cdc_rules
18.07,8.22,2.01,584.38,29.35,63.09,LOW,True,synthetic:who_cdc_rules
28.85,6.16,10.31,50.0,35.16,84.94,HIGH,True,synthetic:who_cdc_rules
27.11,5.85,0.1,185.9,5.24,35.67,MEDIUM,True,synthetic:who_cdc_rules
21.51,8.65,11.28,272.22,10.23,63.62,MEDIUM,True,synthetic:who_cdc_rules
22.11,6.51,5.1,438.79,10.69,38.68,LOW,True,synthetic:who_cdc_rules
39.4,5.92,0.13,324.92,34.82,35.08,MEDIUM,True,synthetic:who_cdc_rules
36.73,7.99,6.91,616.6,2.2,33.8,MEDIUM,True,synthetic:who_cdc_rules
27.79,6.57,0.91,512.04,17.86,34.04,LOW,True,synthetic:who_cdc_rules
19.19,7.93,5.46,336.52,21.14,38.82,LOW,True,synthetic:who_cdc_rules
28.44,6.94,3.17,50.0,19.21,60.84,LOW,True,synthetic:who_cdc_rules
22.86,7.16,0.1,331.67,0.0,94.64,LOW,True,synthetic:who_cdc_rules
36.55,6.54,0.1,101.77,27.62,76.68,MEDIUM,True,synthetic:who_cdc_rules
27.85,6.31,5.43,454.2,0.0,43.62,MEDIUM,True,synthetic:who_cdc_rules
31.39,8.31,1.66,271.19,1.67,64.42,LOW,True,synthetic:who_cdc_rules
22.12,8.96,3.02,607.79,1.4,91.58,MEDIUM,True,synthetic:who_cdc_rules
37.9,7.38,4.54,256.52,46.56,68.08,MEDIUM,True,synthetic:who_cdc_rules
30.96,7.4,15.18,70.83,48.25,74.75,HIGH,True,synthetic:who_cdc_rules
30.6,7.08,8.32,507.69,6.03,68.42,LOW,True,synthetic:who_cdc_rules
31.71,8.99,4.64,442.92,0.0,88.57,MEDIUM,True,synthetic:who_cdc_rules
23.1,8.13,2.1,205.79,11.09,68.83,LOW,True,synthetic:who_cdc_rules
35.76,6.39,4.0,204.08,8.23,83.12,HIGH,True,synthetic:who_cdc_rules
36.87,6.54,7.75,550.03,4.05,32.36,MEDIUM,True,synthetic:who_cdc_rules
33.92,8.58,3.94,517.16,0.0,37.1,MEDIUM,True,synthetic:who_cdc_rules
25.18,8.77,5.59,166.17,0.0,68.79,MEDIUM,True,synthetic:who_cdc_rules
28.93,8.95,2.34,734.5,26.58,34.22,MEDIUM,True,synthetic:who_cdc_rules
25.35,7.43,7.4,305.99,16.9,58.24,LOW,True,synthetic:who_cdc_rules
21.79,5.67,5.42,362.95,16.95,40.58,MEDIUM,True,synthetic:who_cdc_rules
25.04,6.09,0.1,663.19,0.0,70.01,MEDIUM,True,synthetic:who_cdc_rules
30.36,7.23,5.45,596.71,17.95,34.16,LOW,True,synthetic:who_cdc_rules
33.98,8.01,1.77,194.67,0.0,35.5,LOW,True,synthetic:who_cdc_rules
18.36,8.22,5.25,397.67,0.0,59.58,LOW,True,synthetic:who_cdc_rules
26.88,6.83,0.59,737.83,29.48,65.52,HIGH,True,synthetic:who_cdc_rules
32.72,8.84,12.77,567.72,23.47,65.75,LOW,True,synthetic:who_cdc_rules
28.03,8.92,0.86,547.28,27.19,42.65,MEDIUM,True,synthetic:who_cdc_rules
38.39,5.85,5.32,506.99,49.67,43.78,HIGH,True,synthetic:who_cdc_rules
28.81,6.53,8.59,806.14,7.48,35.09,MEDIUM,True,synthetic:who_cdc_rules
24.45,7.3,2.93,482.95,33.94,93.71,MEDIUM,True,synthetic:who_cdc_rules
34.56,8.5,2.04,893.92,2.25,45.89,MEDIUM,True,synthetic:who_cdc_rules
21.62,7.48,12.85,399.35,0.0,56.62,MEDIUM,True,synthetic:who_cdc_rules
27.87,8.63,12.03,441.02,0.0,84.95,MEDIUM,True,synthetic:who_cdc_rules
35.67,8.17,0.1,622.98,26.88,84.79,HIGH,True,synthetic:who_cdc_rules
36.62,5.75,9.4,703.6,41.03,35.25,HIGH,True,synthetic:who_cdc_rules
27.5,8.66,0.1,223.84,0.23,94.01,MEDIUM,True,synthetic:who_cdc_rules
27.47,7.84,3.49,427.09,0.0,55.68,LOW,True,synthetic:who_cdc_rules
27.86,9.0,8.78,314.71,43.58,61.59,MEDIUM,True,synthetic:who_cdc_rules
32.09,6.62,5.39,709.92,0.0,62.52,MEDIUM,True,synthetic:who_cdc_rules
35.46,6.3,3.97,322.13,18.49,81.35,HIGH,True,synthetic:who_cdc_rules
26.66,7.14,13.67,229.71,11.13,84.68,MEDIUM,True,synthetic:who_cdc_rules
30.01,6.16,10.28,295.96,10.24,30.89,MEDIUM,True,synthetic:who_cdc_rules
25.07,5.56,13.65,499.48,33.77,65.78,MEDIUM,True,synthetic:who_cdc_rules
39.24,6.18,0.1,392.97,25.3,76.0,MEDIUM,True,synthetic:who_cdc_rules
30.72,7.64,13.03,759.37,17.0,40.88,MEDIUM,True,synthetic:who_cdc_rules
35.55,5.66,22.14,56.7,0.0,77.53,HIGH,True,synthetic:who_cdc_rules
23.48,5.54,3.88,173.7,0.0,66.64,LOW,True,synthetic:who_cdc_rules
18.26,6.34,13.34,625.43,0.0,60.32,HIGH,True,synthetic:who_cdc_rules
36.06,8.86,13.59,415.55,13.25,49.47,HIGH,True,synthetic:who_cdc_rules
36.17,7.38,0.1,264.59,0.0,67.08,MEDIUM,True,synthetic:who_cdc_rules
30.23,7.83,9.64,605.12,33.71,62.94,MEDIUM,True,synthetic:who_cdc_rules
28.15,6.51,3.34,585.06,5.44,40.1,LOW,True,synthetic:who_cdc_rules
37.9,8.08,7.87,504.21,7.28,84.34,MEDIUM,True,synthetic:who_cdc_rules
30.19,8.91,0.1,511.05,8.15,51.26,MEDIUM,True,synthetic:who_cdc_rules
35.9,8.73,13.97,731.09,5.75,36.59,HIGH,True,synthetic:who_cdc_rules
31.11,6.6,12.5,509.69,0.0,86.35,MEDIUM,True,synthetic:who_cdc_rules
23.87,7.16,12.28,289.85,34.37,52.09,MEDIUM,True,synthetic:who_cdc_rules
38.43,6.52,9.43,50.0,22.92,88.49,MEDIUM,True,synthetic:who_cdc_rules
31.97,8.2,7.75,821.01,46.31,93.04,HIGH,True,synthetic:who_cdc_rules
28.66,8.25,4.76,377.58,38.75,91.52,MEDIUM,True,synthetic:who_cdc_rules
28.1,6.59,0.1,352.18,25.59,64.37,LOW,True,synthetic:who_cdc_rules
31.27,7.39,9.48,647.47,9.04,78.88,MEDIUM,True,synthetic:who_cdc_rules
34.78,8.7,14.24,775.71,0.0,89.34,HIGH,True,synthetic:who_cdc_rules
25.78,8.28,5.7,256.51,5.25,50.76,LOW,True,synthetic:who_cdc_rules
39.78,7.72,0.1,135.38,52.09,38.45,MEDIUM,True,synthetic:who_cdc_rules
19.29,5.63,5.6,109.0,8.89,71.16,MEDIUM,True,synthetic:who_cdc_rules
39.33,8.27,0.1,668.92,38.58,60.55,MEDIUM,True,synthetic:who_cdc_rules
36.47,8.9,5.63,50.0,32.42,49.63,MEDIUM,True,synthetic:who_cdc_rules
24.65,6.31,9.96,921.19,19.08,52.58,MEDIUM,True,synthetic:who_cdc_rules
28.65,8.47,8.92,334.84,0.0,61.24,LOW,True,synthetic:who_cdc_rules
32.22,8.4,8.3,627.5,20.39,52.09,MEDIUM,True,synthetic:who_cdc_rules
21.3,8.68,1.97,925.12,16.42,67.37,MEDIUM,True,synthetic:who_cdc_rules
28.47,7.59,5.63,758.1,0.0,60.59,MEDIUM,True,synthetic:who_cdc_rules
36.62,6.32,0.1,742.51,0.42,94.84,HIGH,True,synthetic:who_cdc_rules
19.31,6.11,0.1,132.33,21.58,55.04,MEDIUM,True,synthetic:who_cdc_rules
35.14,6.06,7.16,277.82,0.0,88.19,HIGH,True,synthetic:who_cdc_rules
34.54,6.83,16.76,574.79,8.82,85.24,MEDIUM,True,synthetic:who_cdc_rules
27.3,7.39,3.61,50.0,0.0,48.19,LOW,True,synthetic:who_cdc_rules
23.75,5.59,9.04,295.41,19.14,62.21,MEDIUM,True,synthetic:who_cdc_rules
37.39,6.49,0.1,179.38,41.87,82.81,HIGH,True,synthetic:who_cdc_rules
30.19,7.3,17.53,50.0,14.22,70.55,MEDIUM,True,synthetic:who_cdc_rules
36.21,6.96,7.82,596.51,44.8,71.72,LOW,True,synthetic:who_cdc_rules
24.89,8.08,18.09,793.57,13.86,36.22,MEDIUM,True,synthetic:who_cdc_rules
19.67,6.64,0.96,452.76,7.36,33.02,LOW,True,synthetic:who_cdc_rules
39.74,8.43,6.61,495.14,0.0,53.28,MEDIUM,True,synthetic:who_cdc_rules
27.03,5.64,15.23,209.3,0.0,53.24,MEDIUM,True,synthetic:who_cdc_rules
29.03,6.58,0.1,838.92,0.0,30.33,MEDIUM,True,synthetic:who_cdc_rules
24.17,7.39,0.25,140.74,11.23,30.76,LOW,True,synthetic:who_cdc_rules
39.6,6.63,15.0,661.29,30.26,86.33,HIGH,True,synthetic:who_cdc_rules
18.72,6.71,7.89,605.85,0.0,42.05,MEDIUM,True,synthetic:who_cdc_rules
34.79,6.62,2.81,509.73,9.16,49.99,LOW,True,synthetic:who_cdc_rules
19.0,6.46,0.1,174.44,0.0,39.3,MEDIUM,True,synthetic:who_cdc_rules
32.82,7.44,11.1,418.43,18.54,88.02,MEDIUM,True,synthetic:who_cdc_rules
31.02,8.38,5.35,532.79,50.65,45.68,MEDIUM,True,synthetic:who_cdc_rules
32.54,7.43,6.66,488.55,0.0,82.38,MEDIUM,True,synthetic:who_cdc_rules
22.14,6.45,6.43,476.83,1.04,88.95,MEDIUM,True,synthetic:who_cdc_rules
37.41,6.59,8.45,345.07,0.0,54.97,LOW,True,synthetic:who_cdc_rules
31.83,6.07,4.0,206.99,48.01,63.05,MEDIUM,True,synthetic:who_cdc_rules
27.89,7.08,18.13,714.16,34.72,49.85,MEDIUM,True,synthetic:who_cdc_rules
19.36,7.51,5.5,617.29,19.38,57.17,HIGH,True,synthetic:who_cdc_rules
24.51,7.68,9.59,414.18,21.97,40.99,LOW,True,synthetic:who_cdc_rules
38.72,6.58,15.59,289.27,56.07,55.16,HIGH,True,synthetic:who_cdc_rules
29.05,7.78,3.35,603.1,53.4,60.93,MEDIUM,True,synthetic:who_cdc_rules
26.31,6.01,6.68,476.06,0.0,72.33,MEDIUM,True,synthetic:who_cdc_rules
31.93,6.08,6.22,210.04,0.0,39.95,MEDIUM,True,synthetic:who_cdc_rules
18.03,5.75,0.1,288.6,8.82,70.75,HIGH,True,synthetic:who_cdc_rules
37.54,7.74,8.68,326.86,0.0,55.45,MEDIUM,True,synthetic:who_cdc_rules
21.1,6.41,6.95,110.12,0.0,51.82,MEDIUM,True,synthetic:who_cdc_rules
24.27,6.01,4.62,298.48,17.78,46.06,MEDIUM,True,synthetic:who_cdc_rules
36.14,6.97,9.19,530.11,10.43,83.59,MEDIUM,True,synthetic:who_cdc_rules
21.02,5.57,10.91,370.77,30.22,73.27,MEDIUM,True,synthetic:who_cdc_rules
19.02,8.35,6.11,201.64,8.81,40.27,LOW,True,synthetic:who_cdc_rules
34.93,6.22,8.7,770.4,0.0,61.3,MEDIUM,True,synthetic:who_cdc_rules
24.28,8.89,6.36,370.4,14.82,42.56,MEDIUM,True,synthetic:who_cdc_rules
26.16,8.71,7.18,629.92,0.0,81.41,MEDIUM,True,synthetic:who_cdc_rules
